,userId,movieId
6175,50422,2336
6176,50422,7981
6177,50422,33819
6178,50422,45517
6179,50422,47610
6180,50422,51007
6181,50422,56333
6182,50422,58490
6183,50474,2600
6186,50517,99114
6191,50550,2819
6198,50550,143385
6209,50553,4878
6212,50708,99114
6214,50840,27604
6215,50840,56333
6216,50943,7438
6217,50943,99114
6218,50943,122918
6219,50943,128360
6220,50950,495
6221,50978,1276
6222,50978,3256
6223,50978,3836
6226,50978,4467
6227,50978,8920
6228,50978,47610
6229,50978,122918
6230,50978,128360
6231,50978,255337
6233,50978,282125
6234,50991,5778
6237,51034,3263
6238,51034,5617
6239,51034,45517
6240,51034,60948
6241,51034,75813
6243,51161,144976
6244,51228,191799
6248,51232,64278
6250,51314,910
6251,51314,5693
6252,51314,6441
6254,51360,6433
6255,51416,4878
6263,51416,122918
6266,51419,122918
6267,51438,99114
6271,51488,910
6274,51488,218537
6281,51496,1339
6285,51503,4878
6295,51513,170957
6296,51550,4467
6301,51550,177923
6304,51579,45517
6316,51619,7438
6320,51640,3489
6323,51640,7438
6330,51640,99114
6340,51744,220854
6351,51764,2600
6355,51764,26398
6358,51776,99114
6361,51922,1339
6366,51922,4878
6369,51940,128360
6370,51940,231701
6373,52195,99114
6375,52231,3256
6376,52233,204542
6377,52233,213604
6380,52352,1276
6383,52412,7438
6384,52412,25771
6387,52522,2315
6388,52522,4878
6391,52522,8949
6397,52522,27604
6400,52522,53000
6401,52522,122918
6402,52522,211141
6406,52696,4878
6410,52887,1276
6413,52887,6854
6421,52887,51007
6423,52887,99114
6424,52904,4878
6428,52910,175363
6431,52922,218537
6434,53000,58228
6437,53107,56333
6444,53182,99114
6453,53237,7438
6454,53239,122918
6456,53468,99114
6463,53503,1248
6465,53503,7981
6467,53507,218537
6471,53655,77307
6476,53800,93838
6478,53819,4878
6489,53860,99114
6495,53860,128360
6503,53956,342
6505,53990,47610
6507,53995,45
6509,53995,8915
6511,53995,33819
6512,53995,45517
6513,53995,53000
6514,53995,56333
6516,53998,2315
6524,53998,3256
6545,53998,83250
6553,53998,99114
6588,53998,128360
6618,53998,194060
6619,53998,213604
6621,54023,3264
6622,54030,1339
6623,54073,128360
6626,54137,1248
6627,54137,3256
6629,54378,1525
6630,54378,7127
6631,54378,47610
6632,54378,53000
6633,54378,67734
6634,54378,70175
6635,54428,169218
6642,54463,5617
6644,54463,45517
6652,54463,47610
6653,54463,80339
6656,54480,1248
6657,54480,3256
6659,54480,5785
6660,54553,47610
6661,54664,4878
6674,54664,25771
6677,54664,122918
6678,54870,77307
6689,54870,128360
6696,54969,2315
6698,55148,1339
6699,55192,143385
6703,55241,1926
6704,55459,4878
6709,55470,2819
6711,55549,128991
6714,55550,1339
6715,55550,3489
6716,55550,53000
6717,55550,122918
6718,55617,45517
6719,55743,99114
6721,55827,5617
6730,55924,6880
6731,56103,33288
6735,56103,103374
6741,56103,106540
6745,56117,2600
6746,56117,3108
6747,56129,910
6749,56129,218537
6752,56200,104013
6753,56323,99114
6754,56323,218537
6758,56325,122918
6762,56494,126591
6763,56494,194060
6764,56494,194454
6769,56498,7647
6770,56515,1248
6771,56515,47610
6776,56515,99114
6778,56581,6433
6779,56655,7438
6781,56703,101088
6782,56703,143369
6783,56703,166540
6785,56703,166777
6790,56735,5785
6792,56735,99114
6796,56750,5617
6799,56777,2336
6800,56845,2722
6817,56845,4878
6826,56845,7438
6828,56845,47610
6831,56845,53000
6836,56845,99114
6848,56845,122918
6856,56845,185001
6862,56845,191799
6867,56973,93838
6868,56980,910
6869,57008,2819
6874,57008,75813
6880,57008,99114
6882,57008,128360
6897,57008,143385
6907,57008,226574
6908,57008,282125
6916,57084,3263
6917,57182,191799
6920,57226,122918
6923,57228,99114
6938,57228,141676
6949,57228,204542
6958,57262,122918
6987,57262,128360
6998,57262,143385
7005,57280,4878
7006,57402,2819
7007,57402,3983
7009,57402,7438
7011,57402,26398
7012,57402,99114
7018,57457,5680
7019,57457,55255
7024,57457,77307
7039,57457,176943
7045,57534,4878
7046,57537,99114
7047,57660,186299
7052,57717,176971
7056,57737,2227
7057,57737,2553
7059,57737,6433
7062,57737,7438
7063,57737,26083
7064,57737,53000
7065,57737,68874
7066,57737,97819
7067,57737,99114
7068,57737,110862
7069,57737,116437
7070,57737,122918
7071,57737,124527
7072,57737,128360
7073,57737,143385
7074,57737,175179
7075,57737,244748
7076,57737,269208
7077,57871,78344
7082,58073,5617
7086,58151,99114
7087,58205,4878
7088,58244,99114
7089,58250,27523
7091,58250,45517
7092,58250,53000
7093,58277,33819
7096,58308,4878
7105,58308,163663
7113,58365,4878
7114,58391,1276
7115,58391,4878
7121,58391,5617
7125,58468,211692
7126,58563,2600
7139,58563,6880
7145,58563,47610
7150,58563,90738
7163,58563,122918
7175,58563,134915
7181,58563,207830
7188,58594,101088
7195,58668,53000
7197,58686,99114
7199,58692,342
7200,58692,1276
7201,58692,3108
7202,58692,4440
7203,58692,4467
7204,58692,7438
7205,58775,1339
7206,58796,5785
7209,58796,72167
7211,58820,99114
7229,58820,128360
7244,58946,910
7245,58946,45517
7248,58996,4878
7258,58996,25771
7260,59051,218537
7261,59125,4878
7262,59125,218537
7263,59195,45517
7264,59241,6880
7268,59250,99114
7270,59256,211279
7271,59322,1276
7281,59383,99114
7284,59383,169792
7288,59399,4878
7291,59418,67734
7295,59418,93838
7300,59475,4878
7323,59533,5785
7324,59534,5617
7326,59547,99114
7331,59571,7438
7338,59759,5617
7341,59810,77307
7342,59810,286107
7346,59928,204542
7347,60001,2722
7349,60001,5612
7350,60001,7981
7351,60058,2722
7354,60212,62434
7356,60212,67734
7358,60401,249968
7363,60426,910
7364,60426,4878
7365,60426,5693
7366,60459,2600
7374,60647,7438
7383,60647,99114
7392,60647,128360
7406,60649,47610
7408,60649,143385
7413,60737,7438
7416,60757,34435
7417,60784,4878
7418,60784,5693
7419,60995,1248
7420,60995,4878
7421,60995,7438
7422,61238,8372
7424,61238,26398
7426,61284,99114
7429,61284,101088
7432,61284,128360
7433,61360,3256
7437,61371,169218
7444,61378,62434
7446,61446,4878
7448,61574,3489
7454,61574,58490
7455,61662,45
7456,62135,99114
7471,62181,62434
7472,62181,77307
7475,62315,99114
7477,62336,143385
7480,62440,99114
7482,62440,128360
7484,62440,169218
7488,62440,255337
7492,62453,342
7495,62453,910
7505,62453,1243
7506,62453,1339
7513,62453,3489
7518,62453,4878
7524,62453,5693
7529,62453,5963
7532,62453,72524
7538,62453,77154
7541,62453,79430
7549,62453,141038
7550,62453,164198
7554,62453,185001
7562,62453,220044
7569,62453,235803
7573,62453,236199
7575,62536,90413
7578,62722,128360
7580,62806,4878
7583,62897,128360
7588,62955,67734
7591,63006,910
7594,63006,4878
7609,63141,33288
7610,63170,117718
7611,63204,50804
7612,63220,3836
7613,63220,99530
7618,63233,99114
7623,63250,4878
7629,63261,4878
7636,63304,47610
7639,63304,143385
7643,63328,5617
7646,63399,77307
7647,63500,128360
7648,63537,90738
7649,63538,50804
7651,63538,99114
7656,63538,185001
7658,63661,122918
7664,63756,1339
7668,63758,53000
7670,63758,62434
7679,63894,7438
7680,63939,101088
7683,63985,1276
7687,63985,2819
7692,63985,3836
7693,63985,110649
7695,64086,77307
7714,64124,4878
7716,64197,910
7717,64197,1248
7718,64197,3264
7719,64318,342
7720,64318,4878
7721,64318,53000
7722,64336,910
7723,64336,1248
7724,64336,5693
7725,64368,2600
7726,64518,4878
7728,64518,99114
7730,64518,128360
7732,64567,2600
7733,64567,4878
7735,64567,5617
7736,64567,6433
7740,64659,128360
7741,64710,4878
7743,64737,67734
7751,64760,129034
7754,64810,1926
7755,65065,128360
7760,65065,135759
7762,65183,128360
7764,65206,2819
7771,65225,185167
7776,65268,2819
7777,65268,3489
7778,65268,26398
7779,65324,1019
7781,65324,1243
7784,65324,3927
7788,65324,6441
7795,65324,8923
7799,65324,8949
7805,65324,71264
7806,65324,99114
7807,65378,4878
7821,65378,218537
7823,65430,143369
7824,65511,206927
7825,65632,4467
7826,65664,3108
7827,65684,8949
7835,65933,4878
7836,65948,47610
7837,65948,94266
7838,65993,7438
7842,65993,7981
7846,66028,8949
7850,66041,91266
7859,66041,141676
7870,66041,150696
7878,66050,4878
7888,66062,3983
7895,66062,8949
7896,66062,53000
7897,66107,3489
7900,66107,5785
7901,66186,122918
7908,66187,122918
7911,66193,2600
7912,66233,4878
7913,66240,4878
7914,66325,99114
7917,66371,99114
7920,66438,4878
7923,66536,5963
7926,66541,99114
7929,66622,67734
7932,66641,59709
7935,66686,4878
7949,66697,143385
7953,67033,4878
7966,67033,128360
7967,67033,144976
7971,67063,5817
7973,67063,7438
7974,67072,45
7975,67072,77307
7978,67198,122918
7979,67310,4878
8000,67338,207830
8012,67446,4878
8013,67509,4878
8020,67518,4467
8022,67552,2722
8023,67632,4878
8028,67632,62434
8029,67716,4903
8030,67716,8949
8031,67729,2722
8032,67762,7438
8033,67783,910
8034,67783,2227
8035,67783,3333
8036,67783,4467
8037,67854,3836
8038,67854,77307
8039,68108,93838
8043,68117,218537
8045,68128,5617
8047,68224,4878
8054,68224,5617
8058,68224,8949
8063,68224,25771
8069,68224,45517
8085,68224,77307
8103,68224,99114
8117,68328,4878
8126,68375,269208
8128,68375,276101
8131,68379,75813
8135,68379,77307
8136,68382,2600
8137,68448,98933
8140,68448,122918
8145,68448,128360
8147,68448,163663
8151,68448,169218
8154,68448,170515
8156,68448,170521
8157,68448,172365
8159,68448,193489
8162,68591,2652
8163,68720,3256
8165,68720,5785
8166,68793,910
8167,68793,4878
8171,68793,6880
8172,68793,59709
8173,68793,72167
8175,68793,77798
8176,68821,237
8178,68821,271
8179,68821,342
8180,68821,475
8191,68821,495
8197,68821,781
8198,68821,910
8203,68821,1019
8206,68821,1243
8211,68821,1248
8214,68821,1276
8216,68821,1339
8219,68821,1455
8220,68821,1735
8222,68821,1914
8224,68821,2064
8229,68821,2336
8234,68821,2553
8236,68821,2600
8239,68821,2722
8241,68821,2753
8242,68821,2819
8246,68821,2910
8247,68821,3019
8249,68821,3108
8251,68821,3256
8253,68821,3263
8256,68821,3264
8258,68821,3489
8265,68821,3652
8266,68821,3927
8268,68821,3983
8270,68821,4467
8274,68821,4787
8277,68821,4878
8285,68821,5047
8286,68821,5612
8287,68821,5617
8293,68821,5680
8294,68821,5693
8296,68821,5785
8299,68821,5817
8304,68821,5963
8307,68821,6113
8308,68821,6441
8311,68821,6633
8312,68821,6705
8314,68821,6880
8316,68821,7438
8324,68821,7579
8326,68821,7647
8327,68821,7826
8328,68821,7981
8330,68821,8363
8332,68821,8667
8333,68821,8915
8337,68821,8923
8339,68821,8949
8347,68821,25771
8348,68821,26398
8351,68821,26435
8352,68821,27217
8354,68821,27523
8356,68821,27864
8358,68821,30896
8361,68821,33819
8364,68821,43260
8366,68821,45517
8372,68821,47610
8379,68821,50804
8382,68821,51007
8383,68821,52730
8388,68821,53000
8393,68821,55255
8396,68821,56333
8398,68821,56945
8399,68821,58228
8400,68821,58490
8401,68821,59709
8402,68821,60948
8404,68821,62434
8408,68821,64278
8409,68821,68347
8412,68821,68536
8413,68821,69069
8415,68821,69394
8425,68821,69729
8427,68821,69768
8428,68821,69928
8435,68821,70175
8436,68821,71264
8439,68821,72167
8441,68821,72524
8444,68821,73386
8447,68821,74582
8449,68821,75813
8455,68821,76753
8457,68821,77154
8459,68821,77208
8462,68821,77307
8466,68821,77798
8467,68821,79430
8471,68821,81898
8472,68821,85106
8473,68821,88022
8474,68821,88746
8476,68821,89375
8477,68821,90413
8485,68821,91762
8487,68821,95069
8488,68821,97755
8489,68821,99114
8492,68821,101237
8494,68821,102779
8495,68821,103275
8496,68821,103784
8497,68821,103982
8499,68821,105597
8501,68821,106156
8503,68821,106540
8504,68821,107372
8505,68821,109399
8511,68821,111358
8516,68821,112897
8517,68821,113908
8520,68821,114392
8521,68821,116590
8522,68821,117718
8523,68821,121227
8524,68821,132354
8526,68821,145728
8527,68821,155290
8529,68821,158082
8531,68823,1276
8534,68823,3983
8541,68823,4903
8546,68823,5617
8566,68823,5693
8568,68823,8949
8573,68823,56333
8582,68823,67734
8593,68823,99114
8606,68823,128360
8629,68823,218537
8639,68873,169218
8645,68917,49951
8650,68917,169218
8652,68989,99114
8653,69043,7438
8663,69043,25771
8664,69085,4878
8674,69120,45517
8676,69120,47610
8677,69157,3256
8682,69261,2336
8683,69261,5617
8684,69406,128360
8686,69493,53000
8688,69530,50804
8689,69560,143385
8698,69560,277028
8702,69604,4878
8704,69651,4878
8705,69782,93838
8708,69866,59709
8709,69914,67734
8714,70024,99114
8718,70024,128360
8720,70024,207830
8724,70024,255337
8727,70117,4878
8729,70117,218537
8731,70126,4878
8732,70162,169218
8735,70179,7438
8736,70324,94266
8741,70324,99114
8749,70328,99114
8753,70328,128360
8764,70498,1243
8770,70498,4878
8785,70498,53000
8787,70520,47610
8788,70606,99114
8791,70637,152
8798,70637,27604
8803,70637,134915
8811,70742,60948
8813,70777,4878
8815,70861,3489
8818,70861,7845
8821,70861,52443
8826,70861,71264
8830,70861,169792
8831,70861,170957
8838,70885,1019
8839,70885,1339
8840,70971,2600
8845,70971,62434
8847,70971,62796
8849,70971,64278
8851,71064,5617
8854,71064,56333
8859,71064,77307
8860,71074,1248
8862,71074,4878
8896,71074,62434
8898,71074,67734
8905,71074,98933
8915,71074,112897
8916,71074,122918
8931,71074,191799
8952,71074,255337
8957,71074,284937
8981,71236,1243
8983,71277,3263
8985,71345,4878
8988,71345,6705
8994,71345,27523
8999,71345,70637
9004,71345,98933
9008,71398,99114
9012,71421,4878
9016,71543,1019
9018,71543,1248
9023,71543,5693
9027,71543,84506
9030,71543,144976
9033,71543,211952
9039,71543,218537
9044,71644,71264
9045,71644,99114
9046,71666,99114
9049,71713,128360
9056,71831,128360
9057,71997,4878
9065,72081,3489
9078,72081,143385
9083,72086,25771
9087,72107,7438
9088,72189,4878
9100,72189,93838
9108,72189,99114
9116,72232,7981
9117,72279,2819
9127,72279,6433
9129,72279,144976
9141,72381,1019
9142,72408,342
9143,72408,4878
9147,72408,7438
9148,72422,4878
9149,72544,94266
9151,72579,2315
9152,72579,4878
9154,72579,7438
9155,72844,3836
9162,72852,53000
9164,72863,4878
9170,72863,47610
9187,72863,218537
9193,73047,101088
9197,73057,910
9198,73339,32657
9199,73352,207830
9200,73375,45517
9210,73375,77307
9215,73375,101088
9218,73375,128360
9233,73375,286107
9236,73397,7438
9237,73436,140805
9238,73507,2600
9263,73524,4878
9264,73646,4467
9267,73673,45517
9270,73742,4878
9276,73773,5617
9286,73897,99114
9298,74054,99114
9309,74054,128360
9322,74090,277028
9324,74106,7438
9325,74207,1248
9327,74207,144976
9329,74289,53000
9330,74319,8949
9335,74398,47610
9339,74403,71264
9340,74403,103982
9343,74403,128360
9346,74435,1248
9348,74470,3108
9353,74470,3489
9359,74470,4878
9361,74470,6880
9363,74470,67734
9368,74470,94266
9370,74470,118466
9375,74470,122918
9393,74707,47610
9394,74839,4878
9401,74855,910
9406,74855,3108
9409,74855,141844
9410,74919,7579
9411,75040,4477
9412,75040,54341
9415,75040,103784
9417,75064,144976
9418,75164,99114
9429,75164,128360
9438,75234,122918
9443,75246,3108
9451,75246,4878
9459,75246,5617
9471,75246,47610
9475,75290,3489
9479,75290,5617
9480,75298,122918
9486,75311,4477
9487,75364,99114
9488,75393,475
9492,75397,2600
9493,75397,207830
9497,75402,4878
9509,75420,47610
9510,75490,4878
9533,75490,7438
9543,75539,1248
9544,75539,2600
9546,75539,3264
9547,75539,4878
9548,75575,4878
9553,75596,1339
9554,75596,3256
9555,75596,3264
9556,75717,5785
9557,75717,7438
9559,75717,45517
9560,75717,50804
9562,75717,99114
9563,75717,143385
9564,75772,69928
9567,76011,8882
9570,76011,25771
9579,76037,4878
9608,76037,7438
9624,76037,99114
9637,76037,122918
9649,76037,128360
9664,76037,204542
9670,76052,3019
9671,76054,60948
9672,76054,62434
9673,76061,1184
9677,76198,4878
9679,76279,68347
9680,76392,93838
9683,76418,1248
9684,76426,77307
9686,76534,47610
9689,76569,3652
9690,76671,78344
9693,76720,2315
9694,76720,2336
9700,76720,4878
9701,76720,7438
9702,76720,47610
9703,76720,69394
9707,76793,4878
9708,76892,7438
9717,76925,4878
9719,76950,4878
9744,76950,99114
9761,76970,71264
9762,76996,910
9765,77025,2336
9767,77114,4878
9776,77114,122918
9787,77114,200630
9789,77178,7438
9792,77178,128360
9796,77180,495
9797,77180,47610
9799,77273,6880
9800,77278,4878
9804,77308,3019
9805,77308,7438
9807,77308,62434
9808,77308,66808
9811,77308,76753
9813,77404,5617
9815,77413,169218
9818,77489,2819
9819,77489,3489
9820,77528,63676
9821,77528,68874
9822,77536,2819
9826,77536,4878
9827,77536,27217
9831,77536,204542
9832,77536,255337
9834,77605,4878
9835,77620,53000
9838,77711,3256
9840,77711,5785
9841,77724,128360
9844,77785,122918
9857,77947,4878
9861,78042,173935
9862,78069,4878
9869,78158,3652
9883,78158,4878
9900,78158,4903
9903,78158,5617
9917,78158,8920
9918,78158,8949
9931,78158,27864
9935,78158,33819
9940,78158,62434
9960,78158,67734
9970,78158,75813
9986,78158,99114
9996,78158,114392
10006,78158,130044
10009,78203,4878
10022,78203,50445
10023,78205,1019
10029,78205,2227
10034,78205,2652
10035,78205,5228
10038,78205,7407
10040,78205,7826
10042,78205,47610
10052,78205,86982
10054,78205,110845
10057,78205,124585
10060,78205,141156
10061,78213,45
10211,78213,103
10219,78213,118
10225,78213,152
10234,78213,209
10237,78213,237
10243,78213,271
10263,78213,342
10276,78213,475
10289,78213,495
10448,78213,711
10453,78213,847
10455,78213,853
10458,78213,910
10913,78213,963
10918,78213,1019
10936,78213,1184
10941,78213,1243
11022,78213,1248
11032,78213,1276
11043,78213,1339
11395,78213,1426
11398,78213,1455
11399,78213,1511
11404,78213,1525
11408,78213,1578
11412,78213,1735
11415,78213,1926
11421,78213,2064
11507,78213,2227
11631,78213,2315
11638,78213,2336
11909,78213,2430
11914,78213,2553
11932,78213,2600
12104,78213,2652
12259,78213,2722
12429,78213,2753
12431,78213,2819
12434,78213,3019
12453,78213,3108
12697,78213,3256
12702,78213,3263
12714,78213,3264
12724,78213,3309
12736,78213,3333
12739,78213,3428
12744,78213,3489
12754,78213,3491
12757,78213,3500
12759,78213,3652
12889,78213,3664
12893,78213,3836
12903,78213,3927
13052,78213,3983
13058,78213,4440
13075,78213,4467
13341,78213,4477
13347,78213,4737
13350,78213,4787
13362,78213,4878
13703,78213,4903
13710,78213,5047
13866,78213,5058
13869,78213,5227
13874,78213,5228
13890,78213,5287
13892,78213,5442
13893,78213,5451
13904,78213,5456
13909,78213,5458
13917,78213,5550
13918,78213,5612
13925,78213,5617
14257,78213,5680
14266,78213,5693
14270,78213,5724
14276,78213,5778
14549,78213,5785
14684,78213,5817
14686,78213,5854
14699,78213,5963
14706,78213,5978
14708,78213,6433
14709,78213,6441
14717,78213,6506
14723,78213,6512
14727,78213,6633
14730,78213,6649
14936,78213,6705
14954,78213,6814
14957,78213,6854
14966,78213,6880
15116,78213,6998
15121,78213,7066
15125,78213,7127
15126,78213,7394
15138,78213,7407
15144,78213,7438
15453,78213,7647
15455,78213,7826
15456,78213,7845
15520,78213,7981
15523,78213,8363
15529,78213,8372
15599,78213,8608
15603,78213,8667
15610,78213,8678
15614,78213,8691
15623,78213,8750
15626,78213,8826
15632,78213,8882
15637,78213,8915
15643,78213,8919
15653,78213,8920
15659,78213,8923
15744,78213,8949
15750,78213,8990
15753,78213,25771
15768,78213,26083
15772,78213,26287
15776,78213,26361
15779,78213,26398
15792,78213,26435
15797,78213,26675
15811,78213,26723
15812,78213,26726
15819,78213,26745
15821,78213,26889
15874,78213,27276
15879,78213,27523
15883,78213,27604
15888,78213,27643
15892,78213,27864
15894,78213,30896
15897,78213,32657
15908,78213,32952
15953,78213,33019
15959,78213,33288
16038,78213,33819
16041,78213,33945
16065,78213,34435
16070,78213,34450
16074,78213,40738
16122,78213,41126
16127,78213,43248
16129,78213,43260
16135,78213,44601
16137,78213,45517
16154,78213,46199
16155,78213,46925
16168,78213,47063
16171,78213,47610
16181,78213,47904
16227,78213,49951
16230,78213,50445
16233,78213,50804
16364,78213,50977
16367,78213,51007
16377,78213,52443
16378,78213,53000
16519,78213,53038
16526,78213,54341
16529,78213,55255
16547,78213,56333
16569,78213,57709
16571,78213,57946
16574,78213,58059
16608,78213,58490
16621,78213,58718
16622,78213,59709
16629,78213,60946
16631,78213,60948
16634,78213,61215
16638,78213,62434
16647,78213,62796
16648,78213,63676
16702,78213,63862
16705,78213,64278
16706,78213,65238
16711,78213,65621
16712,78213,65894
16717,78213,66808
16718,78213,66977
16732,78213,67734
16744,78213,68347
16753,78213,68474
16754,78213,68536
16758,78213,68874
16825,78213,69007
16827,78213,69069
16830,78213,69356
16904,78213,69394
16916,78213,70175
16917,78213,70637
16922,78213,71264
16925,78213,71709
16926,78213,72167
16932,78213,72298
16935,78213,72524
16942,78213,73339
16948,78213,73776
16949,78213,74541
16951,78213,74582
16955,78213,75443
16968,78213,75813
16977,78213,75823
16985,78213,75994
16989,78213,76130
16997,78213,76753
17004,78213,77154
17005,78213,77307
17295,78213,77481
17348,78213,77798
17358,78213,77921
17359,78213,78344
17362,78213,79166
17363,78213,79226
17367,78213,79430
17368,78213,79561
17398,78213,79725
17400,78213,80339
17419,78213,80424
17423,78213,80717
17425,78213,83049
17429,78213,83071
17433,78213,83250
17447,78213,83796
17461,78213,84506
17469,78213,84963
17475,78213,84985
17478,78213,85106
17481,78213,86170
17482,78213,86420
17491,78213,86451
17494,78213,86508
17522,78213,86773
17525,78213,86982
17571,78213,87636
17577,78213,88022
17578,78213,88570
17581,78213,88746
17586,78213,89315
17589,78213,89375
17591,78213,89726
17596,78213,89971
17597,78213,90413
17598,78213,90738
17599,78213,91266
17610,78213,91531
17612,78213,91694
17615,78213,92130
17618,78213,92516
17653,78213,92696
17661,78213,92843
17670,78213,93439
17671,78213,93838
17680,78213,94266
17696,78213,95036
17697,78213,95069
17707,78213,96193
17708,78213,96985
17751,78213,97755
17752,78213,97819
17755,78213,98815
17757,78213,98933
17760,78213,99114
18167,78213,99373
18171,78213,99497
18172,78213,99530
18176,78213,99636
18184,78213,100387
18192,78213,100721
18197,78213,101088
18431,78213,101237
18432,78213,101352
18434,78213,101971
18480,78213,102779
18483,78213,102798
18494,78213,103177
18496,78213,103982
18506,78213,104013
18515,78213,105081
18516,78213,105204
18520,78213,105597
18528,78213,106156
18530,78213,106540
18532,78213,106729
18537,78213,108072
18547,78213,108679
18549,78213,109027
18551,78213,109399
18552,78213,109613
18553,78213,110320
18555,78213,110649
18560,78213,110845
18565,78213,110862
18569,78213,111358
18571,78213,111804
18576,78213,111917
18580,78213,112060
18585,78213,112463
18586,78213,112897
18594,78213,112990
18595,78213,113198
18596,78213,113203
18604,78213,113478
18605,78213,113717
18607,78213,113778
18613,78213,114267
18679,78213,114392
18691,78213,114719
18694,78213,115518
18773,78213,116590
18785,78213,116859
18786,78213,116919
18787,78213,117162
18791,78213,117426
18797,78213,117718
18802,78213,117928
18818,78213,117999
18820,78213,118298
18821,78213,118466
18855,78213,119607
18858,78213,119699
18873,78213,119956
18874,78213,120278
18875,78213,120470
18876,78213,120618
18878,78213,121081
18879,78213,121227
18885,78213,121368
18888,78213,121743
18890,78213,121941
18894,78213,122511
18897,78213,122643
18900,78213,122918
19690,78213,122996
19693,78213,123246
19695,78213,123441
19696,78213,123655
19698,78213,124093
19701,78213,124115
19704,78213,124368
19708,78213,124496
19709,78213,124527
19775,78213,124585
19778,78213,124657
19780,78213,124661
19784,78213,124803
19785,78213,124837
19789,78213,124907
19791,78213,124909
19792,78213,125043
19797,78213,125139
19855,78213,125231
19859,78213,125423
19863,78213,125449
19868,78213,125587
19911,78213,125890
19916,78213,125966
19924,78213,125982
19927,78213,126000
19928,78213,126160
19929,78213,126335
19931,78213,126438
19932,78213,126591
19936,78213,126809
19941,78213,127455
19944,78213,127626
19952,78213,128165
19954,78213,128320
19957,78213,128360
20220,78213,128516
20222,78213,128580
20226,78213,128628
20227,78213,128699
20233,78213,128926
20241,78213,128991
20251,78213,129528
20254,78213,129816
20264,78213,130008
20266,78213,130010
20267,78213,130044
20271,78213,130089
20274,78213,130410
20276,78213,131270
20279,78213,131632
20280,78213,131908
20283,78213,131922
20290,78213,131950
20296,78213,132220
20297,78213,132569
20304,78213,132575
20308,78213,132682
20315,78213,132756
20317,78213,132762
20318,78213,132995
20319,78213,134172
20322,78213,134178
20324,78213,134234
20336,78213,134322
20338,78213,134597
20339,78213,134831
20343,78213,134915
20345,78213,135232
20346,78213,135759
20351,78213,136503
20472,78213,136572
20473,78213,136626
20523,78213,136938
20528,78213,137563
20529,78213,137616
20530,78213,137684
20538,78213,138026
20540,78213,138200
20543,78213,138256
20545,78213,138434
20549,78213,138532
20552,78213,138588
20556,78213,139016
20558,78213,139018
20560,78213,139289
20564,78213,139719
20565,78213,139761
20572,78213,139845
20573,78213,140501
20582,78213,140705
20683,78213,140805
20686,78213,140820
20689,78213,140944
20695,78213,141038
20699,78213,141104
20703,78213,141108
20706,78213,141156
20707,78213,141199
20724,78213,141524
20725,78213,141676
20729,78213,141680
20735,78213,141846
20743,78213,141852
20745,78213,141904
20748,78213,142000
20749,78213,142088
20750,78213,142146
20752,78213,142154
20754,78213,142212
20759,78213,142274
20762,78213,142438
20767,78213,142797
20777,78213,143237
20781,78213,143385
21048,78213,143414
21053,78213,143535
21059,78213,143870
21060,78213,143961
21062,78213,144078
21065,78213,144094
21069,78213,144976
21084,78213,144980
21091,78213,144982
21099,78213,145158
21101,78213,145196
21112,78213,145432
21118,78213,145779
21121,78213,146200
21122,78213,146283
21124,78213,146552
21125,78213,146612
21127,78213,146880
21128,78213,147053
21135,78213,147526
21138,78213,147821
21140,78213,148004
21147,78213,148030
21151,78213,148152
21155,78213,148657
21167,78213,148763
21174,78213,148769
21175,78213,149256
21176,78213,149410
21180,78213,149534
21182,78213,149735
21188,78213,149852
21190,78213,150166
21192,78213,150469
21196,78213,150546
21197,78213,150696
21199,78213,150862
21203,78213,150894
21206,78213,150935
21208,78213,151027
21228,78213,151441
21275,78213,151465
21276,78213,151627
21277,78213,152691
21283,78213,152747
21284,78213,152759
21286,78213,152890
21288,78213,152924
21292,78213,153306
21293,78213,153422
21294,78213,153496
21295,78213,153550
21296,78213,153582
21298,78213,153668
21301,78213,153847
21305,78213,154130
21307,78213,154136
21313,78213,154518
21314,78213,154632
21315,78213,154984
21316,78213,155143
21320,78213,155290
21322,78213,155788
21326,78213,155921
21331,78213,156237
21333,78213,156282
21335,78213,156429
21338,78213,156499
21340,78213,156505
21341,78213,156667
21343,78213,156834
21345,78213,156960
21346,78213,157002
21347,78213,157021
21350,78213,157445
21353,78213,157905
21356,78213,158043
21357,78213,158082
21358,78213,158274
21368,78213,158294
21369,78213,158430
21371,78213,158512
21372,78213,159055
21373,78213,159099
21376,78213,159175
21377,78213,159341
21378,78213,159534
21379,78213,160159
21380,78213,160602
21381,78213,160648
21396,78213,160892
21398,78213,161012
21402,78213,161098
21403,78213,161173
21408,78213,161246
21409,78213,161272
21413,78213,161722
21418,78213,161724
21429,78213,161866
21430,78213,162302
21436,78213,162344
21438,78213,162700
21447,78213,162900
21448,78213,163174
21480,78213,163258
21611,78213,163663
21612,78213,163741
21614,78213,163865
21618,78213,164340
21623,78213,164375
21628,78213,164528
21629,78213,164939
21635,78213,165131
21636,78213,165163
21645,78213,165259
21651,78213,165585
21652,78213,165623
21656,78213,165669
21661,78213,165777
21662,78213,166540
21665,78213,166639
21667,78213,166777
21675,78213,167088
21676,78213,167118
21677,78213,167318
21680,78213,167776
21684,78213,167786
21687,78213,167868
21690,78213,167882
