movieId,title,genres,year,director,actors
128356,Beck - Öga för öga,(no genres listed),1998,Kjell Sundvall,"Peter Haber, Mikael Persbrandt, Stina Rautelin"
157589,Villan,Action|Crime,2002,K. S. Ravikumar,"Ajith Kumar, Meena, Kiran Rathod"
203070,We Are Boats,Fantasy,2019,James Bird,"Angela Sarafyan, Luke Hemsworth, Graham Greene"
192611,Mi primera boda,Comedy|Romance,2011,Ariel Winograd,"Natalia Oreiro, Daniel Hendler, Imanol Arias"
157761,Martian Successor Nadesico: The Motion Picture - Prince of Darkness,(no genres listed),1998,Tatsuo Sato,"Yukie Nakama, Omi Minami, Chisa Yokoyama"
132756,You Know My Name,Action|Drama|Western,1999,John Kent Harrison,"Sam Elliott, Arliss Howard, Carolyn McCormick"
202922,Uphill All The Way,Comedy,1986,Frank Q. Dobbs,"Roy Clark, Mel Tillis, Burl Ives"
184571,The Silent Child,Drama,2017,Chris Overton,"Maisie Sly, Rachel Shenton, Rachel Fielding"
282867,The Christmas Retreat,Comedy|Romance,2022,Jason Bourque,"Rhiannon Fish, Clayton James, Lynn Whyte"
77798,"Nightmare on Elm Street, A",Fantasy|Horror|Thriller,2010,Samuel Bayer,"Jackie Earle Haley, Kyle Gallner, Rooney Mara"
230401,Wolfman's Got Nards,Documentary,2018,André Gower,"Adam F. Goldberg, Seth Green, Shane Black"
59709,"Oxford Murders, The",Crime|Mystery|Romance|Thriller,2007,,
226312,Bonehill Road,Horror|Thriller,2017,Todd Sheets,"Eli DeGeer, Ana Plumberg, Linnea Quigley"
189085,See You Yesterday,Comedy|Drama|Sci-Fi,2017,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Parish Bradley"
78201,The Past Is a Foreign Land,Drama,2008,Daniele Vicari,"Elio Germano, Michele Riondino, Chiara Caselli"
120618,In Vogue: The Editor?s Eye,Documentary,2012,Fenton Bailey,"Anna Wintour, Grace Coddington, Hamish Bowles"
109399,Jailbait,Crime|Drama|Thriller,2014,Jared Cohn,"Sara Malakul Lane, Erin O'Brien, Jennifer Robyn Jacobs"
162700,1st Bite,Comedy|Drama|Fantasy|Horror|Romance,2006,Hunt Hoe,"David La Haye, Leah Pinsent, Napakpapha Nakprasitte"
134915,Amusement,Horror|Thriller,2008,John Simpson,"Keir O'Donnell, Tad Hilgenbrink, Katheryn Winnick"
224599,Daddy's Girl,Crime|Horror,2018,Julian Richards,"Costas Mandylor, Jemma Dallender, Britt McKillip"
209,White Man's Burden,Drama,1995,Desmond Nakano,"John Travolta, Harry Belafonte, Kelly Lynch"
161246,Mystery Mansion,Adventure|Thriller,1984,David Jackson,"Dal McKennon, Barry Hostetler, Christopher Wynne"
225049,The Match,Drama,2020,Francesco Carnesecchi,"Francesco Pannofino, Alberto Di Stasio, Gabriele Fiore"
131632,California Hot Wax,(no genres listed),1992,Jan Marlyn Reesman,"Gloria Nelson, Jody Bradley, Robin Jameson"
80685,Bull,Comedy|Drama|Mystery,2008,Kent Tessman,"Simon Reynolds, Craig Lauzon, Lindsey Deluce"
146283,Delta Fox,Crime|Drama,1979,Ferd Sebastian,"Richard Lynch, Priscilla Barnes, Richard Jaeckel"
200436,Wenn die tollen Tanten kommen,Comedy,1970,Franz Josef Gottlieb,"Rudi Carrell, Ilja Richter, Chris Roberts"
150469,Waldrausch,Drama,1977,Horst Hächler,"Uschi Glas, Alexander Stephan, Siegfried Rauch"
86451,Love Torn in Dream (Combat d'amour en songe),Drama|Fantasy,2000,,
165669,The Late Bloomer,Comedy|Drama|Romance,2016,Kevin Pollak,"Johnny Simmons, Brittany Snow, J.K. Simmons"
277028,Thirteen Lives,Drama|Thriller,2022,Ron Howard,"Viggo Mortensen, Colin Farrell, Joel Edgerton"
261051,The Woman of My Dreams,Comedy|Romance,1944,Georg Jacoby,"Marika Rökk, Wolfgang Lukschy, Walter Müller"
95069,Chimpanzee,Documentary,2012,Alastair Fothergill,Tim Allen
174763,Kino-pravda no. 23 - Radio pravda,(no genres listed),1925,Dziga Vertov,
234255,Chokehold,Action|Crime|Drama,2018,,
98985,"Three Brothers, The (Les trois frères)",Comedy,1995,Bernard Campan,"Pascal Légitimus, Didier Bourdon, Bernard Campan"
124657,There's Always A Woman,Comedy|Mystery,1938,Alexander Hall,"Melvyn Douglas, Joan Blondell, Mary Astor"
197571,Knifer,Drama,2010,Yannis Economides,"Stathis Stamoulakatos, Vangelis Mourikis, Maria Kallimani"
204338,White Nights,(no genres listed),2003,Farzad Motamen,"Hanie Tavassoli, Mehdi Ahmadi, Mohsen Shah-Ebrahimi"
274727,The Game,Horror,1984,Bill Rebane,"Tom Blair, Jim Iaquinta, Carol Perry"
134334,Phir Hera Pheri,Comedy,2006,Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal"
3309,"Dog's Life, A",Comedy,1918,Charlie Chaplin,"Charlie Chaplin, Dave Anderson, Bert Appling"
125139,Pleasure or Pain,Drama|Thriller,2012,,
279628,A Matter of Causality,(no genres listed),2021,Unknown,"Brian James Twiddy, Isabel Nesti, Juliette Boor"
266376,Mistletoe Mixup,Comedy|Romance,2021,Andrew Lawrence,"Danielle C. Ryan, Matthew Lawrence, Joey Lawrence"
161722,The Return of the Soldier,Drama,1982,Alan Bridges,"Julie Christie, Glenda Jackson, Ann-Margret"
134172,Morgan,Drama,2012,Michael D. Akers,"Leo Minaya, Jack Kesy, Darra Boyd"
139016,The Void,Action|Sci-Fi|Thriller,2001,Gilbert M. Shilton,"Adrian Paul, Amanda Tapping, Andrew McIlroy"
219537,Baby's Laxative,Comedy,1931,Jean Renoir,"Marguerite Pierry, Jacques Louvigny, Michel Simon"
69856,Mélo,Drama|Romance,1986,Alain Resnais,"Sabine Azéma, Fanny Ardant, Pierre Arditi"
963,"Inspector General, The",Musical,1949,Henry Koster,"Danny Kaye, Walter Slezak, Barbara Bates"
131614,Desperate Characters,Drama,1971,Frank D. Gilroy,"Shirley MacLaine, Kenneth Mars, Sada Thompson"
128699,The Virgin and the Gypsy,Drama|Romance,1970,Christopher Miles,"Joanna Shimkus, Franco Nero, Honor Blackman"
86922,Nothing to Declare (Rien à déclarer),Comedy,2010,Dany Boon,"Benoît Poelvoorde, Dany Boon, Julie Bernard"
56333,"Savages, The",Comedy|Drama,2007,Tamara Jenkins,"Laura Linney, Philip Seymour Hoffman, Philip Bosco"
215439,In My Father’s House,Documentary,2015,Ricki Stern,
2722,Deep Blue Sea,Action|Horror|Sci-Fi|Thriller,1999,Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L. Jackson"
140820,Air,Sci-Fi|Thriller,2015,Christian Cantamessa,"Norman Reedus, Djimon Hounsou, Sandrine Holt"
6649,Tunes of Glory,Drama,1960,Ronald Neame,"Alec Guinness, John Mills, Dennis Price"
124115,Marco the Magnificent,Adventure,1965,Denys de La Patellière,"Horst Buchholz, Anthony Quinn, Orson Welles"
51007,Days of Glory (Indigènes),Action|Adventure|Drama|War,2006,Rachid Bouchareb,"Jamel Debbouze, Samy Naceri, Roschdy Zem"
243622,Love Fiction,Comedy|Romance,2012,Jeon Gye-soo,"Ha Jung-woo, Gong Hyo-jin, Yoo In-na"
69356,Zulu Dawn,Action|Drama|Thriller|War,1979,Douglas Hickox,"Burt Lancaster, Simon Ward, Denholm Elliott"
2652,"Curse of Frankenstein, The",Horror,1957,Terence Fisher,"Peter Cushing, Hazel Court, Robert Urquhart"
128360,The Hateful Eight,Western,2015,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh"
222533,The Devil's Dozen,Horror|Thriller,2013,Jeremy London,"Eric Roberts, Jake Busey, Jeremy London"
89971,On the Double,Comedy|War,1961,Melville Shavelson,"Danny Kaye, Dana Wynter, Wilfrid Hyde-White"
5228,"Ghost Breakers, The",Comedy|Horror,1940,George Marshall,"Bob Hope, Paulette Goddard, Richard Carlson"
175671,Birth of the Dragon,Action,2017,George Nolfi,"Philip Ng, Billy Magnussen, Yu Xia"
168760,Cosy Dens,Comedy|Drama,1999,Jan Hřebejk,"Michael Beran, Kristýna Badinková Nováková, Miroslav Donutil"
72524,Wattstax,Documentary|Musical,1973,Mel Stuart,"Richard Pryor, Rufus Thomas, Isaac Hayes"
278836,Beyond The Wall,Drama,2022,Vahid Jalilvand,"Navid Mohammadzadeh, Diana Habibi, Amir Aghaei"
102798,"Devil's Carnival, The",Horror|Musical,2012,Darren Lynn Bousman,"Sean Patrick Flanery, Briana Evigan, Jessica Lowndes"
112990,"Pursuit of Unhappiness, The (Anleitung zum Unglücklichsein)",Romance,2012,Sherry Hormann,"Johanna Wokalek, Iris Berben, David Kross"
228597,Left High And Dry,Comedy|Romance,2019,Joe Rendón,"Regina Blandón, José María de Tavira, Martín Altomaro"
205751,In the City of Dawn,Drama|Mystery|Romance,2011,Setsurô Wakamatsu,"Goro Kishitani, Tae Kimura, Ken Ishiguro"
118298,Float,Drama|Romance,2007,Kareem Mortimer,"Paul Cowderoy, Daria Delancey, Rukenya Demeritte"
198301,Jumpin' Jupiter,Animation|Comedy|Sci-Fi,1955,Chuck Jones,Mel Blanc
138200,Nothing Bad Can Happen,Drama,2013,Katrin Gebbe,"Julius Feldmeier, Sascha Alexander Geršak, Gro Swantje Kohlhof"
214524,Killing Us Softly: Advertising's Image of Women,Documentary,1979,Jean Kilbourne,
192305,Walter Vetrivel,Action|Children|Crime|Drama,1993,P. Vasu,"Sathyaraj, Sukanya, Ranjitha"
239620,Summer of Dreams,Children|Drama,2016,Mike Rohl,"Debbie Gibson, Robert Gant, Pascale Hutton"
97680,King Leopold's Ghost,Documentary,2006,Pippa Scott,"Don Cheadle, Ciaran Reilly, Alfre Woodard"
134831,Paranormal Whacktivity,Comedy|Horror,2013,Roger Roth,"Chanel Ryan, Melinda Y. Cohen, Stephanie Danielson"
144596,Eye For An Eye,Action|Drama|Thriller,2008,Kwak Kyung-taek,"Han Suk-kyu, Cha Seung-won, Song Young-chang"
189201,The Black Rider: Revelation Road,Action|Drama|Fantasy|Thriller,2014,Gabriel Sabloff,"David A.R. White, Kevin Sorbo, Brian Bosworth"
181437,I Killed John Lennon,Documentary,2005,Chris Wilson,"John Lennon, Mark David Chapman, Peter Cullen"
138314,The Commander and the Stork,(no genres listed),2012,Silvio Soldini,"Valerio Mastandrea, Alba Rohrwacher, Giuseppe Battiston"
105081,Mabel at the Wheel,Comedy,1914,Mabel Normand,"Charlie Chaplin, Mabel Normand, Harry McCoy"
278954,The Great Silence,Drama,2022,Katrine Brocks,"Kristine Kujath Thorp, Elliott Crosset Hove, Karen-Lise Mynster"
176289,StalkHer,Comedy|Romance|Thriller,2015,John Jarratt,"John Jarratt, Kaarin Fairfax, Alan Finney"
181717,Against The Wind,(no genres listed),1990,Paco Periñán,"Antonio Banderas, Emma Suárez, Bruce McGuire"
142959,Spicy Love Soup,(no genres listed),1997,,
152691,The Birth Of The Beatles,Drama,1979,Richard Marquand,"Stephen MacKenna, Rod Culbertson, Ray Ashcroft"
233599,Tooth Fairy,Horror|Thriller,2019,Louisa Warren,"Claudine-Helene Aumord, Manny Jai Montana, Mike Kelson"
263285,Divinely Evil,Documentary,2020,Gustavo Vinagre,"Wilma Azevedo, Edivina Ribeiro, Jules Elting"
208152,Ghost Tropic,(no genres listed),2019,Bas Devos,"Saadia Bentaïeb, Laurent Kumba, Jovial Mbenga"
138434,A Castle in Italy,Comedy|Drama,2013,Valeria Bruni Tedeschi,"Valeria Bruni Tedeschi, Louis Garrel, Filippo Timi"
186369,The Child of Man,Comedy|Drama,1991,,
275451,Deadware,Horror,2022,,
284509,Shadowed,Horror,2020,David F. Sandberg,"Lotta Losten, David F. Sandberg"
135759,A Frozen Flower,Drama,2008,Yoo Ha,"Zo In-sung, Ju Jin-mo, Song Ji-hyo"
49951,Sebastiane,Drama|Thriller,1976,Derek Jarman,"Leonardo Treviglio, Barney James, Neil Kennedy"
192041,Rainbow: A Private Affair,War,2017,Vittorio Taviani,"Luca Marinelli, Valentina Bellè, Francesca Agostini"
279468,The Dreamlife of Georgie Stone,Documentary,2022,Maya Newell,"Georgie Stone, Rebekah Robertson, Greg Stone"
240198,The Perfect Wave,Adventure|Drama|Romance,2014,Bruce Macdonald,"Scott Eastwood, Cheryl Ladd, Patrick Lyster"
1339,Dracula (Bram Stoker's Dracula),Fantasy|Horror|Romance|Thriller,1992,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins"
241926,Childstar,Comedy|Drama|Romance,2004,Don McKellar,"Mark Rendall, Don McKellar, Jennifer Jason Leigh"
114604,"50 Worst Movies Ever Made, The",Documentary,2004,Brandon Christopher,"Carlos Larkin, Edward D. Wood Jr., Jackie Coogan"
6441,Battle of Britain,War,1969,Guy Hamilton,"Michael Caine, Trevor Howard, Harry Andrews"
159534,Blue Paradise,Drama|Romance,1980,Joe D'Amato,"Anna Bergman, Dan Monahan, Lucia Ramirez"
128926,Shadow of the Hawk,Adventure|Horror,1976,Daryl Duke,"Jan-Michael Vincent, Marilyn Hassett, Chief Dan George"
187921,Ghilli,Action|Adventure|Children|Comedy|Romance,2004,Dharani,"Vijay, Trisha Krishnan, Prakash Raj"
140944,Taras Bulba,Action|Drama|War,2009,Vladimir Bortko,"Magdalena Mielcarz, Bohdan Stupka, Vladimir Vdovichenkov"
151465,No Graves on Boot Hill,Western,1968,Sergio Garrone,"Craig Hill, Ida Galli, Giovanni Cianfriglia"
207339,Venus in Furs,Horror|Thriller,1969,Jesús Franco,"James Darren, Barbara McNair, Maria Rohm"
236193,Dragon Rider,Adventure|Animation|Children,2020,Tomer Eshed,"Thomas Brodie-Sangster, Freddie Highmore, Felicity Jones"
259603,A Whirlwind Wedding,Romance,2021,Danny J. Boyle,"Morgan Kohan, Drew Nelson, Cameron McDonald"
286211,Crossword Mysteries: Riddle Me Dead,Crime|Drama|Mystery,2022,David Winning,"Lacey Chabert, Brennan Elliott, Barbara Niven"
288485,Judas & Jesus,Animation,2008,Olaf Encke,
158082,Frame by Frame,Documentary,2015,Mo Scarpelli,"Massoud Hossaini, Wakil Kohsar, Najibullah Mosafer"
163741,That Summer of White Roses,(no genres listed),1989,Rajko Grlić,"Tom Conti, Susan George, Rod Steiger"
136503,Tom and Jerry: Shiver Me Whiskers,Animation|Children|Comedy,2006,Scott Jeralds,"William Hanna, Mark Hamill, Kathy Najimy"
185899,Ο Παπαφλέσσας,Drama|War,1971,,
163258,The Falcon in Danger,Crime|Mystery,1943,William Clemens,"Tom Conway, Jean Brooks, Elaine Shepard"
146200,Natale in crociera,(no genres listed),2007,Neri Parenti,"Christian De Sica, Michelle Hunziker, Fabio De Luigi"
164340,Paranoia,Drama|Thriller,1998,Larry Brand,"Brigitte Bako, Larry Drake, Sally Kirkland"
158086,Angel City,(no genres listed),1977,Jon Jost,"Robert Glaudini, Winifred Golden, Kathleen Kramer"
7438,Kill Bill: Vol. 2,Action|Drama|Thriller,2004,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah"
7407,Africa Screams,Adventure|Comedy,1949,Charles Barton,"Bud Abbott, Lou Costello, Clyde Beatty"
6206,Seize the Day,Drama,1986,Fielder Cook,"Robin Williams, Jerry Stiller, Joseph Wiseman"
7100,CrissCross,Drama,1992,Chris Menges,"Goldie Hawn, Arliss Howard, James Gammon"
7144,Forget Baghdad: Jews and Arabs - The Iraqi Connection,Documentary,2002,Samir,"Ella Shohat, Shimon Ballas, Moshe Houri"
280992,Troll,Action|Adventure|Fantasy,2022,Roar Uthaug,"Ine Marie Wilmann, Kim S. Falck-Jørgensen, Mads Sjøgård Pettersen"
155788,The Bliss of Mrs. Blossom,Comedy|Romance,1968,Joseph McGrath,"Shirley MacLaine, Richard Attenborough, James Booth"
224799,Tout nous sépare,Drama|Thriller,2017,Thierry Klifa,"Catherine Deneuve, Diane Kruger, Nekfeu"
230329,Citizen Bio,Documentary,2020,Trish Dolman,Aaron Traywick
7579,Pride and Prejudice,Comedy|Drama|Romance,1940,Robert Z. Leonard,"Greer Garson, Laurence Olivier, Mary Boland"
263331,The Sector,Action|Sci-Fi,2016,Josh Ridgway,"Eric Roberts, Richard Tyson, Lance Henriksen"
269170,Yearly Departed,Comedy,2021,Linda Mendoza,"Yvonne Orji, Jane Fonda, Chelsea Peretti"
200078,The Colossus of New York,Horror|Sci-Fi,1958,Eugène Lourié,"John Baragrey, Mala Powers, Otto Kruger"
5724,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship)",Comedy|Horror|Musical|Sci-Fi,1981,,
247570,Tamako Love Story,Animation|Comedy|Romance,2014,Naoko Yamada,"Aya Suzaki, Atsushi Tamaru, Yuri Yamaoka"
168536,Dibu 2: La venganza de Nasty,Animation|Comedy,1998,Carlos Galettini,"Mauricio Dayub, Hugo Arana, Roberto Carnaghi"
286267,Nanpakal Nerathu Mayakkam,Comedy|Drama|Fantasy,2023,Lijo Jose Pellissery,"Mammootty, 'Poo' Ram, Ashokan"
189943,Modern Life Is Rubbish,Romance,2018,Daniel Gill,"Freya Mavor, Josh Whitehouse, Ian Hart"
99636,English Vinglish,Comedy|Drama,2012,Gauri Shinde,"Sridevi, Adil Hussain, Mehdi Nebbou"
213950,The Trial,Comedy,2017,Unknown,
210837,Dantza,Drama,2018,Telmo Esnal,"Gari Otamendi, Amaia Irigoyen, Ainara Ranera"
103374,May I Kill U?,Comedy|Horror|Thriller,2012,,
192955,Young Lady Chatterley,Comedy|Drama,1977,Alan Roberts,"Harlee McBride, Peter Ratray, William Beckley"
50977,Vice Squad,Action|Thriller,1982,Gary Sherman,"Season Hubley, Gary Swanson, Wings Hauser"
88572,Fred: The Movie,Comedy,2010,Clay Weiner,"Lucas Cruikshank, Pixie Lott, Jake Weary"
239000,Never Kiss a Man in a Christmas Sweater,Comedy|Romance,2020,Allan Harmon,"Ashley Williams, Niall Matter, Calix Fraser"
72878,Utamaro and His Five Women (Utamaro o meguru gonin no onna),Drama,1946,Kenji Mizoguchi,"Bandō Mitsugorō VIII, Kinuyo Tanaka, Kōtarō Bandō"
200320,Hallelujah the Hills,Comedy|Romance,1963,Adolfas Mekas,"Peter Beard, Sheila Finn, Martin Greenbaum"
123288,Taken,Sci-Fi,2002,Unknown,
260529,The Impossible Map,Animation|Documentary,1947,Evelyn Lambart,Bill Bolt
8750,"Balance, La",Action|Crime|Drama,1982,Bob Swaim,"Nathalie Baye, Philippe Léotard, Richard Berry"
135470,Without Fail,Comedy,2014,,
222515,Les Misérables: The History of the World's Greatest Story,Documentary,2013,Alan Byron,"Cameron Mackintosh, Alfie Boe, Lea Salonga"
277738,Karthikeya 2,Mystery|Thriller,2022,Chandoo Mondeti,"Nikhil Siddhartha, Anupama Parameswaran, Srinivasa Reddy"
276423,Jag är med barn,Comedy,1979,Lasse Hallström,"Magnus Härenstam, Anki Lidén, Micha Gabay"
191887,No Solicitors,(no genres listed),2015,John Callas,"Eric Roberts, Beverly Randolph, Kim Poirier"
285541,A Haunting on Hamilton Street,Documentary|Drama|Horror,2010,Steven 'Prozak' Shippy,"Adam Eugenio, Brian Harnois, Tim Rooney"
128320,Monty Python: Almost the Truth - Lawyers Cut,Comedy|Documentary,2009,,
8920,"Country Girl, The",Drama,1954,George Seaton,"Bing Crosby, Grace Kelly, William Holden"
131908,Summer Camp,Comedy,1979,Chuck Vincent,"Matt Michaels, Alexis Schreiner, Ray Holland"
135232,Jailbait Babysitter,Comedy,1977,John Hayes,"Therese Pare, Roscoe Born, Lydia Wagner"
252014,Hero Mode,Children|Comedy,2021,A.J. Tesler,"Chris Carpenter, Indiana Massara, Mira Sorvino"
221242,Valley of the Gods,Drama,2019,Lech Majewski,"Josh Hartnett, Bérénice Marlohe, John Malkovich"
287723,Radio Dynamics,Animation,1942,Oskar Fischinger,
243502,Garage Sale Mystery: Murder Most Medieval,Mystery,2017,Neill Fearnley,"Lori Loughlin, Sarah Strange, Steve Bacic"
283503,Beck 16 - The Last Witness,(no genres listed),2002,Harald Hamrell,"Peter Haber, Mikael Persbrandt, Marie Göranzon"
206547,The Story of Paul,Drama,1975,René Féret,"Paul Allio, Michel Amphoux, Roland Amstutz"
128165,Scooby-Doo in Arabian Nights,Animation|Children,1994,Jun Falkenstein,"Casey Kasem, Jennifer Hale, Don Messick"
167318,The Littlest Outlaw,Children,1955,Roberto Gavaldón,"Pedro Armendáriz, Joseph Calleia, Rodolfo Acosta"
68536,Stanley Kubrick: A Life in Pictures,Documentary,2001,Jan Harlan,"Stanley Kubrick, Tom Cruise, Barbara Kroner"
139982,Fantozzi va in pensione,Comedy,1988,Neri Parenti,"Paolo Villaggio, Milena Vukotić, Gigi Reder"
185433,Benji,Children,2018,Brandon Camp,"Gabriel Bateman, Darby Camp, Kiele Sanchez"
123655,Sybil,Drama,2008,Joseph Sargent,"Jessica Lange, Tammy Blanchard, JoBeth Williams"
213978,Час пик,Drama,2006,Oleg Fesenko,"Konstantin Khabenskiy, Ekaterina Guseva, Anna Kovalchuk"
174683,Site Unseen: An Emma Fielding Mystery,Drama|Mystery,2017,Douglas Barr,"Courtney Thorne-Smith, James Tupper, Adam DiMarco"
226432,Speed Walking,Drama,2014,Niels Arden Oplev,"Villads Bøye, Kraka Donslund Nielsen, Frederik Winther Rasmussen"
151027,Burroughs: The Movie,Documentary,1983,Howard Brookner,"William S. Burroughs, Mortimer Burroughs, Lucien Carr"
201068,Darkness,Horror,1993,Leif Jonker,"Gary Miller, Michael Gisick, Randall Aviks"
54341,Wild Tigers I Have Known,Drama,2006,Cam Archer,"Malcolm Stumpf, Patrick White, Max Paradise"
233825,Undefeated,Drama,2003,John Leguizamo,"John Leguizamo, Clifton Collins Jr., Vanessa Ferlito"
178893,Là-Bas,Documentary,2006,Chantal Akerman,Chantal Akerman
27759,"Book of Fate, The (Kohtalon kirja)",Action|Horror|Sci-Fi|War|Western,2003,Tero Molin,"Juha-Pekka Mikkola, Johanna Kokko, Åke Lindman"
152890,Ek Hasina Thi,Drama,2004,Sriram Raghavan,"Urmila Matondkar, Saif Ali Khan, Seema Biswas"
113203,Caine (Shark!),Action|Adventure|Thriller,1969,Samuel Fuller,"Burt Reynolds, Barry Sullivan, Silvia Pinal"
225265,Pulang,Drama|Romance,2018,Kabir Bhatia,"Remy Ishak, Puteri Aishah, Alvin Wong"
64278,"Pervert's Guide to Cinema, The",Documentary,2006,Sophie Fiennes,"Slavoj Žižek, Alfred Hitchcock"
142038,Redemption,(no genres listed),2013,Miguel Gomes,"Maren Ade, Donatello Brida, Jaime Pereira"
258673,Sissy-Boy Slap-Party,Comedy,2004,Guy Maddin,"Louis Negin, Brent Neale, Tyson Smith"
194060,Uninvited,Horror|Sci-Fi,1988,Greydon Clark,"Toni Hudson, Rob Estes, Alex Cord"
77921,Hollywood Canteen,Comedy|Musical|Romance,1944,Delmer Daves,"Robert Hutton, Dane Clark, Laverne Andrews"
80717,Voyeur (Abel),Comedy,1986,Alex van Warmerdam,"Alex van Warmerdam, Henri Garcin, Olga Zuiderhoek"
74541,Trailer Park Boys: Countdown to Liquor Day,Comedy|Crime,2009,Mike Clattenburg,"John Paul Tremblay, Robb Wells, Mike Smith"
186471,Battalion,Sci-Fi,2018,Michael Miller,"Jesse Richardson, Ellen Williams, Michael Thomson"
201540,Last Breath,Documentary,2019,Alex Parkinson,"Duncan Allcock, Kjetil Ove Alvestad, Stuart Anderson"
151979,Indian,Action|Crime|Drama,2001,N. Maharajan,"Sunny Deol, Shilpa Shetty Kundra, Mukesh Rishi"
171553,"I Lived, But...",Documentary,1983,Kazuo Inoue,"Keiko Kishi, Yōko Tsukasa, Ineko Arima"
240966,Prayer for a Lost Mitten,Documentary,2020,Jean-François Lesage,
253234,Beckett,Drama|Thriller,2021,Ferdinando Cito Filomarino,"John David Washington, Vicky Krieps, Panos Koronis"
187925,Sachein,Drama|Romance,2005,John Mahendran,"Vijay, Genelia D'Souza, Bipasha Basu"
45,To Die For,Comedy|Drama|Thriller,1995,Gus Van Sant,"Nicole Kidman, Matt Dillon, Joaquin Phoenix"
6705,Party Monster,Comedy|Crime|Drama|Thriller,2003,Fenton Bailey,"Macaulay Culkin, Seth Green, Chloë Sevigny"
173269,El Crack,Crime|Drama|Thriller,1981,José Luis Garci,"Alfredo Landa, María Casanova, Manuel Tejada"
161098,Prince of Broadway,Comedy|Drama,2008,Sean Baker,"Prince Adu, Karren Karagulian, Aiden Noesi"
218237,Jesus,Children,2020,Josh Enck,"Brandon Talley, Tricia Bridgeman, Rodney Coe"
178567,Hop,(no genres listed),2002,Dominique Standaert,"Kalomba Mboyi, Jan Decleir, Antje De Boeck"
45517,Cars,Animation|Children|Comedy,2006,John Lasseter,"Owen Wilson, Larry the Cable Guy, Bonnie Hunt"
107372,Happy Family,Comedy,2010,Gabriele Salvatores,"Fabio De Luigi, Fabrizio Bentivoglio, Margherita Buy"
281738,Mickey Saves Christmas,Animation|Children,2022,David H. Brooks,"Bret Iwan, Kaitlyn Robrock, Bill Farmer"
190169,Charlotte for Ever,Drama,1986,Serge Gainsbourg,"Charlotte Gainsbourg, Serge Gainsbourg, Roland Dubillard"
223794,Cinderella,(no genres listed),1907,Albert Capellani,Louise Lagrange
241788,Death of a Fool,Adventure|Fantasy|Mystery,2020,Ismael Gomez III,"Mario Ernesto Sánchez, Benji Leon, Gene Gabriel"
117162,October Gale,Drama|Romance|Thriller,2014,Ruba Nadda,"Patricia Clarkson, Scott Speedman, Tim Roth"
214678,Disco,Drama,2019,Jorunn Myklebust Syversen,"Josefine Frida Pettersen, Nicolai Cleve Broch, Kjærsti Odden Skjeldal"
53000,28 Weeks Later,Horror|Sci-Fi|Thriller,2007,Juan Carlos Fresnadillo,"Robert Carlyle, Rose Byrne, Jeremy Renner"
281972,El cañonero de Giles,Comedy,1937,Manuel Romero,"Luis Sandrini, Marcos Caplán, Luisa Vehil"
290767,Love at First Sight,Drama|Romance,2023,Vanessa Caswill,"Haley Lu Richardson, Ben Hardy, Rob Delaney"
280708,Esterno Notte,Drama,2022,Marco Bellocchio,"Fabrizio Gifuni, Margherita Buy, Toni Servillo"
1525,Warriors of Virtue,Action|Adventure|Children|Fantasy,1997,Ronny Yu,"Angus Macfadyen, Mario Yedidia, Marley Shelton"
5227,Barabbas,Adventure|Drama,1961,Richard Fleischer,"Anthony Quinn, Silvana Mangano, Arthur Kennedy"
217831,My Father Was Right,Comedy,1936,Sacha Guitry,"Sacha Guitry, Gaston Dubosc, Serge Grave"
208937,The Hanged Man,Drama|Romance,2009,Manuel Gómez Pereira,"Clara Lago, Álvaro Cervantes, Adriana Ugarte"
110862,"Private Files of J. Edgar Hoover, The",Drama,1977,Larry Cohen,"Broderick Crawford, James Wainwright, Michael Parks"
63862,Revenge of the Zombies,Horror,1943,Steve Sekely,"John Carradine, Robert Lowery, Gale Storm"
268996,Lulli,Comedy|Fantasy|Romance,2021,César Rodrigues,"Larissa Manoela, Vinícius Redd, Sergio Malheiros"
67734,Adventureland,Comedy|Drama,2009,Greg Mottola,"Jesse Eisenberg, Kristen Stewart, Martin Starr"
1426,Zeus and Roxanne,Children,1997,George T. Miller,"Steve Guttenberg, Kathleen Quinlan, Arnold Vosloo"
231527,Monsters of Man,Sci-Fi,2020,Mark Toia,"Neal McDonough, Brett Tutor, Jose Rosete"
156989,The Massacre,(no genres listed),1912,D.W. Griffith,"Wilfred Lucas, Blanche Sweet, Charles West"
264207,As Green As It Gets,Comedy|Drama,2018,Florian Gallenberger,"Elmar Wepper, Emma Bading, Monika Baumgartner"
280414,My Son,Drama,2021,Lena Stahl,"Anke Engelke, Jonas Dassler, Hannah Herzsprung"
5561,True Colors,Drama,1991,Herbert Ross,"John Cusack, James Spader, Imogen Stubbs"
